metadata_alive,metadata_alive_since,metadata_anonymity,metadata_average_timeout,metadata_first_seen,metadata_asn,metadata_asname,metadata_city,metadata_continent,metadata_continent_code,metadata_country,metadata_country_code,metadata_district,metadata_hosting,metadata_isp,metadata_latitude,metadata_longitude,metadata_mobile,metadata_org,metadata_proxy,metadata_region,metadata_status,metadata_timezone,metadata_zip,metadata_last_update,metadata_last_seen,dest_port,metadata_protocol,metadata_proxy_address,metadata_ssl,metadata_timeout,metadata_times_alive,metadata_times_dead,metadata_uptime,dest_ip
True,1788912051.2311,elite,8297.6866039227,1787813413.7141,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Hong Kong,Asia,AS,Hong Kong,HK,,True,"Alibaba (US) Technology Co., Ltd.",22.3193,114.169,False,Alibaba.com LLC,True,Kowloon,success,Asia/Hong_Kong,999077,1788416727,1788912413.4693,1011,socks5,47.82.85.43:1011,True,5043.1382656097,12397,11686,51.476144998547,47.82.85.43
True,1788912280.7902,elite,486.88440581744,1781071962.1297,AS210644 AEZA GROUP LLC,AEZA-AS,Helsinki,Europe,EU,Finland,FI,,True,Aeza International LTD,60.1719,24.9347,False,Aeza Group LLC,True,Uusimaa,success,Europe/Helsinki,00221,1788329320,1788912413.4624,1080,socks5,193.233.139.106:1080,True,234.34114456177,193966,30783,86.303387334315,193.233.139.106
True,1788897993.0802,elite,505.73506611008,1782747579.4413,AS16276 OVH SAS,OVH,Strasbourg,Europe,EU,France,FR,,True,OVH SAS,48.5734,7.75211,False,OVH,True,Grand Est,success,Europe/Paris,67000,1788366857,1788912413.4574,1088,socks5,51.210.5.144:1088,True,553.64775657654,24223,2032,92.26052180537,51.210.5.144
True,1788912287.972,elite,3118.6360605442,1776084105.1478,"AS23673 Cogetel Online, Cambodia, ISP",ONLINE-AS,Phnom Penh,Asia,AS,Cambodia,KH,,False,"COGETEL Co., Ltd",11.5583,104.9121,False,Azcom,True,Phnom Penh,success,Asia/Phnom_Penh,,1788786204,1788912413.4528,1080,socks5,103.239.52.100:1080,True,1403.8202762604,70947,97731,42.060612528012,103.239.52.100
True,1788912416.77,elite,3692.1129370275,1785697869.4751,AS17501 WorldLink Communications Pvt Ltd,WLINK-NEPAL-AS-AP,Kathmandu,Asia,AS,Nepal,NP,,False,WorldLink Communications,27.7108,85.3251,False,Wlink Static ENT Birgunj V285,True,Bagmati Province,success,Asia/Kathmandu,,1788720052,1788912413.449,1080,socks5,124.41.225.101:1080,True,8299.9675273895,35997,51193,41.285697901135,124.41.225.101
True,1788875723.4574,elite,1160.0128478001,1782245220.2105,AS20081 NET2ATLANTA.COM LLC,NET2ATLANTA,Atlanta,North America,,United States,US,,False,NET2ATLANTA.COM LLC,33.7838,-84.4455,False,NET2ATLANTA.COM LLC,True,Georgia,success,America/New_York,30318,1788898319,1788912413.4448,4145,socks5,199.66.183.226:4145,True,873.76046180725,252228,172,99.931854199683,199.66.183.226
True,1788912413.4345,transparent,5895.056085996,1787937182.3878,AS134648 PT Tidar Lintas Nusa,TIDAR-AS-ID,Muntilan,Asia,AS,Indonesia,ID,,False,PT Tidar Lintas Nusa,-7.58111,110.293,False,,True,Central Java,success,Asia/Jakarta,,1788540535,1788912413.4345,8080,http,103.208.100.65:8080,True,4809.5781803131,1982,5309,27.184199698258,103.208.100.65
True,1788912366.1626,elite,2192.3905487255,1783215063.4814,AS41985 Stargroup LLC,STARGROUP-UA-AS,Kyiv,Europe,EU,Ukraine,UA,,False,Stargroup LLC,50.458,30.5303,False,Stargroup LLC,True,Kyiv City,success,Europe/Kyiv,01001,1788655685,1788912413.4327,3129,socks4,185.244.158.4:3129,True,1233.7825298309,161016,128558,55.604439625104,185.244.158.4
True,1788896661.7402,elite,2261.010131341,1776079665.9548,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Macon,North America,,United States,US,,False,Cox Communications Inc.,32.8407,-83.6324,False,Cox Communications Inc.,True,Georgia,success,America/New_York,31202,1788780908,1788912413.4245,4145,socks5,184.182.240.12:4145,True,1072.3950862885,296022,1478,99.503193277311,184.182.240.12
True,1788912345.5447,elite,3214.9281516444,1776081050.4264,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,San Diego,North America,,United States,US,,False,Cox Communications Inc.,32.7097,-117.1228,False,Cox Communications,True,California,success,America/Los_Angeles,92102,1788779284,1788912413.3818,4145,socks4,72.207.33.64:4145,True,1808.81690979,407634,280560,59.232425740416,72.207.33.64
True,1788912401.8538,elite,3345.0537301919,1776087141.9395,"AS20473 The Constant Company, LLC",AS-VULTR,Madrid,Europe,EU,Spain,ES,,True,"The Constant Company, LLC",40.5395,-3.6456,False,"The Constant Company, LLC",True,Madrid,success,Europe/Madrid,28108,1788785098,1788912413.3575,10001,socks4,65.20.105.241:10001,True,4180.5202960968,188065,321558,36.902769302013,65.20.105.241
True,1788912110.267,transparent,3763.6535820213,1778034131.4592,AS270062 FIBERNET TV SAS,FIBERNET TV SAS,La Argentina,South America,SA,Colombia,CO,,False,Cogent Communications,2.19762,-75.9799,False,UFICOL,True,Huila Department,success,America/Bogota,415080,1788314271,1788912413.2688,999,http,38.211.76.203:999,True,1695.9674358368,39826,65383,37.854175973538,38.211.76.203
True,1788912368.7219,elite,1129.6079167871,1776078019.5507,AS46562 Performive LLC,PERFORMIVE,Atlanta,North America,,United States,US,,True,Performive LLC,33.7488,-84.3877,False,Performive LLC,True,Georgia,success,America/New_York,30302,1788780571,1788912413.214,14282,socks5,192.252.208.70:14282,True,944.13304328918,90781,76648,54.220594998477,192.252.208.70
True,1788912270.9623,elite,5107.9881698128,1788875533.2702,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1788874237,1788912413.2123,4760,socks5,45.74.31.42:4760,True,2664.4520759583,763,382,66.637554585153,45.74.31.42
True,1788912413.2089,elite,2020.9740324951,1783130381.7328,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,Singapore,Asia,AS,Singapore,SG,Central Water Catchment,True,Shenzhen Tencent Computer Systems Company Limited,1.35208,103.82,False,"Tencent Cloud Computing (Beijing) Co., Ltd",True,North West,success,Asia/Singapore,858877,1788571902,1788912413.2089,1080,socks4,43.160.219.223:1080,True,2677.6764392853,26771,155449,14.691581604654,43.160.219.223
True,1788912413.202,elite,7404.8625899561,1751791455.4564,AS8342 JSC RTComm.RU,RTCOMM-AS,Moscow,Europe,EU,Russia,RU,Tsentralnyy administrativnyy okrug,False,RTCOMM,55.7426,37.6479,False,,True,Moscow,success,Europe/Moscow,101194,1788848198,1788912413.202,7776,socks5,195.161.132.106:7776,True,9277.2622108459,3141,3849,44.935622317597,195.161.132.106
True,1788912413.1963,elite,3548.4615767383,1783862681.0606,AS13489 UNE EPM TELECOMUNICACIONES S.A.,UNE EPM TELECOMUNICACIONES S.A.,Envigado,South America,SA,Colombia,CO,,False,EPM Telecomunicaciones S.A. E.S.P.,6.1764,-75.5943,False,,True,Antioquia,success,America/Bogota,055420,1788697739,1788912413.1963,4153,socks4,201.184.177.10:4153,True,8086.6448879242,52910,142470,27.080560958133,201.184.177.10
True,1788912075.1504,elite,4530.3589389913,1788902799.9668,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1788901810,1788912413.1939,5281,socks5,45.74.31.30:5281,True,7680.9024810791,239,81,74.6875,45.74.31.30
True,1788912413.1808,transparent,6119.8835807787,1770749388.9246,AS263702 GRUPO ZGH SPA,GRUPO ZGH SPA,Santiago,South America,SA,Chile,CL,,False,Grupo ZGH SpA,-33.4521,-70.6536,False,Grupo ZGH SpA,True,Santiago Metropolitan,success,America/Santiago,34033,1788819373,1788912413.1808,999,http,38.7.195.49:999,True,4088.5233879089,62156,106795,36.789364963806,38.7.195.49
True,1788912400.7636,elite,4813.1631028518,1776123667.0353,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Frankfurt am Main,Europe,EU,Germany,DE,,True,"DigitalOcean, LLC",50.1169,8.6837,False,"DigitalOcean, LLC",True,Hesse,success,Europe/Berlin,60313,1788820526,1788912413.1277,1080,socks4,209.38.214.48:1080,True,4197.5526809692,311657,296595,51.238138140113,209.38.214.48
True,1788908457.388,elite,1533.4954964639,1788575333.0329,AS24940 Hetzner Online GmbH,HETZNER-AS,Nuremberg,Europe,EU,Germany,DE,,True,Hetzner Online GmbH,49.4527,11.0783,False,Hetzner,False,Bavaria,success,Europe/Berlin,90403,1788571879,1788912413.0956,1082,http,167.233.169.253:1082,True,3909.1966152191,6290,67,98.94604373132,167.233.169.253
True,1788910917.5939,elite,10128.399160324,1786531375.8537,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,Singapore,Asia,AS,Singapore,SG,Central Water Catchment,True,Shenzhen Tencent Computer Systems Company Limited,1.35208,103.82,False,"Tencent Cloud Computing (Beijing) Co., Ltd",True,North West,success,Asia/Singapore,858877,1788342115,1788912413.0236,8080,socks5,43.160.245.155:8080,True,7621.9441890717,59394,26646,69.030683403068,43.160.245.155
True,1788912047.3374,elite,2891.7453325116,1783684576.4766,AS215540 GLOBAL CONNECTIVITY SOLUTIONS LLP,GCS-AS,Atlanta,North America,,United States,US,,False,Global Connectivity Solutions LLP,33.7501,-84.3885,False,Global Connectivity Solutions LLP,True,Georgia,success,America/New_York,30302,1788522096,1788912413.0139,1082,socks5,147.45.60.246:1082,True,608.83831977844,79261,55806,58.682727831373,147.45.60.246
True,1788912412.9969,elite,3624.1128538692,1783206805.1348,AS262391 ACESSOLINE TELECOMUNICACOES LTDA,ACESSOLINE TELECOMUNICACOES LTDA,Chapecó,South America,SA,Brazil,BR,,False,Acessoline Telecomunicacoes Ltda,-27.1214,-52.6604,False,Acessoline Telecomunicacoes Ltda,True,Santa Catarina,success,America/Sao_Paulo,89800,1788650210,1788912412.9969,5432,socks4,177.131.119.185:5432,True,4100.9182929993,106862,149584,41.670371150262,177.131.119.185
True,1788903620.4187,transparent,1721.2557041709,1787937028.9058,AS270111 Comunicación por Fibra SA de CV,Comunicacion por Fibra SA de CV,Mérida,North America,,Mexico,MX,,False,Comunicación por Fibra SA de CV,20.9867,-89.6452,False,Comunicación por Fibra SA de CV,True,Yucatán,success,America/Merida,97000,1788540522,1788912412.9622,999,http,189.51.168.164:999,True,435.92214584351,16123,707,95.799168152109,189.51.168.164
True,1788912372.9001,elite,4844.4480736784,1780575001.3051,AS38623 ISP/IXP IN CAMBODIA WITH THE BEST VERVICE IN THERE.,VIETTELCAMBODIA-AS-AP,Phnom Penh,Asia,AS,Cambodia,KH,,False,BUCT,11.5563,104.9282,True,"VIETTEL (CAMBODIA) PTE., LTD",True,Phnom Penh,success,Asia/Phnom_Penh,1000,1788434883,1788912412.9534,1080,socks5,220.158.232.118:1080,True,4780.8198928833,266291,3264,98.78911539389,220.158.232.118
True,1788912391.6915,elite,3269.5772275135,1786410183.0142,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Amsterdam,Europe,EU,The Netherlands,NL,,True,"DigitalOcean, LLC",52.352,4.9392,False,"DigitalOcean, LLC",True,North Holland,success,Europe/Amsterdam,1098,1788829037,1788912412.9518,1083,socks5,161.35.90.93:1083,True,189.08214569092,85364,18842,81.918507571541,161.35.90.93
True,1788912336.9721,elite,2673.2248989269,1776081851.6248,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Pensacola,North America,,United States,US,,False,Cox Communications Inc.,30.4077,-87.219,False,Cox Communications,True,Florida,success,America/Chicago,32516,1788780461,1788912412.9153,4145,socks5,174.77.111.197:4145,True,3991.0895824432,132203,70946,65.076864764286,174.77.111.197
True,1788909883.0291,elite,2633.669360832,1787513849.8604,AS24940 Hetzner Online GmbH,HETZNER-AS,Falkenstein,Europe,EU,Germany,DE,,True,Hetzner Online GmbH,50.4777,12.3649,False,Hetzner,True,Saxony,success,Europe/Berlin,08223,1788721693,1788912412.8946,10801,socks5,49.13.22.249:10801,True,538.80310058594,40247,7171,84.877050908938,49.13.22.249
True,1788912362.1764,elite,2988.458164461,1788072550.4959,"AS7018 AT&T Enterprises, LLC",ATT-INTERNET4,Saint Joseph,North America,,United States,US,,False,"AT&T Enterprises, LLC",39.7678,-94.8462,False,Home 2 Suites,True,Missouri,success,America/Chicago,64501,1788674199,1788912412.8917,5678,socks4,12.154.48.194:5678,True,771.36588096619,37683,17774,67.949943199235,12.154.48.194
True,1788912387.1176,elite,10768.804105145,1788318846.5695,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Hong Kong,Asia,AS,Hong Kong,HK,,True,Alibaba Cloud LLC,22.3193,114.169,False,Alibaba Cloud - HK,False,Kowloon,success,Asia/Hong_Kong,999077,1788318440,1788912412.8864,1080,socks4,47.243.222.214:1080,True,5902.2579193115,14597,16343,47.178409825469,47.243.222.214
True,1788912412.8746,elite,4016.7422902659,1776089296.2167,"AS23673 Cogetel Online, Cambodia, ISP",ONLINE-AS,Phnom Penh,Asia,AS,Cambodia,KH,,False,"COGETEL Co., Ltd",11.5583,104.9121,False,Cogetel Ltd,True,Phnom Penh,success,Asia/Phnom_Penh,,1788788844,1788912412.8746,1080,socks5,202.62.52.120:1080,True,4423.4683513641,70270,95428,42.408478074569,202.62.52.120
True,1788910222.7531,elite,5323.6654441651,1754748874.8015,AS4134 CHINANET BACKBONE,CHINANET-BACKBONE,Nanjing,Asia,AS,China,CN,,False,Chinanet,32.0607,118.763,False,Chinanet JS,False,Jiangsu,success,Asia/Shanghai,210000,1788827120,1788912412.8597,8989,socks5,49.87.198.238:8989,True,5855.6797504425,146,814,15.208333333333,49.87.198.238
True,1788912368.9341,elite,2564.0522002652,1776079296.0536,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Pensacola,North America,,United States,US,,False,Cox Communications Inc.,30.4077,-87.219,False,Cox Communications,True,Florida,success,America/Chicago,32516,1788780294,1788912412.857,4145,socks5,184.181.217.206:4145,True,973.52933883667,158232,62625,71.644548282373,184.181.217.206
True,1788912366.3907,elite,2663.7862966927,1784094019.6463,AS215540 GLOBAL CONNECTIVITY SOLUTIONS LLP,GCS-AS,Atlanta,North America,,United States,US,,False,Global Connectivity Solutions LLP,33.7501,-84.3885,False,Global Connectivity Solutions LLP,True,Georgia,success,America/New_York,30302,1788324919,1788912412.8088,1082,socks4,147.45.60.124:1082,True,1535.7222557068,178186,85627,67.542539601915,147.45.60.124
True,1788912412.7832,transparent,5795.2016484584,1788595297.1062,AS265583 SISTEMAS Y SOLUCIONES DE CAMPECHE SAS DE CV,SISTEMAS Y SOLUCIONES DE CAMPECHE SAS DE CV,Candelaria,North America,,Mexico,MX,,False,Sistemas Y Soluciones De Campeche SAS De CV,18.1977,-91.0453,False,Sistemas Y Soluciones De Campeche SAS De CV,False,Campeche,success,America/Merida,24330,1788593538,1788912412.7832,999,http,45.174.243.160:999,True,2245.7938194275,466,1708,21.435142594296,45.174.243.160
True,1788908887.565,elite,125.41962797042,1784363984.5667,AS62610 Zenlayer Inc,ZEN-DPS,Frankfurt am Main,Europe,EU,Germany,DE,,False,Zenlayer Inc,50.1169,8.6837,False,Franet,True,Hesse,success,Europe/Berlin,60313,1788596530,1788912412.7591,11111,http,103.237.102.191:11111,True,17.198801040649,76799,844,98.91297348119,103.237.102.191
True,1788912373.0583,elite,2184.2162381359,1696980771.1761,AS196906 PE Brunarsky Andrey Romanovich,WESTNET-AS,Polonne,Europe,EU,Ukraine,UA,,False,PE Brunarsky Andrey Romanovich,50.1194,27.5086,False,PE Brunarsky Andrey Romanovich,True,Khmelnytskyi Oblast,success,Europe/Kyiv,30500,1788752975,1788912412.7398,58973,socks4,193.105.62.11:58973,True,202.91662216187,246693,1044547,19.105123757009,193.105.62.11
True,1788912285.8844,elite,130.26601332625,1785867914.3287,AS206264 Amarutu Technology Ltd,AMARUTU-TECHNOLOGY,Amsterdam,Europe,EU,The Netherlands,NL,,True,Amarutu Technology Ltd. Network,52.3676,4.90414,False,Amarutu Technology Ltd,True,North Holland,success,Europe/Amsterdam,1012,1788888436,1788912412.6511,5080,socks5,31.220.40.59:5080,True,72.350263595581,35184,41186,46.07044651041,31.220.40.59
True,1788912363.4931,elite,2102.5100696163,1784788998.3389,AS210644 AEZA GROUP LLC,AEZA-AS,Amsterdam,Europe,EU,The Netherlands,NL,,True,Aeza International LTD,52.3716,4.8883,False,Aeza Group LLC,True,North Holland,success,Europe/Amsterdam,1012,1788418137,1788912412.5643,1080,socks4,79.137.196.250:1080,True,46.297550201416,44870,113654,28.304862355227,79.137.196.250
True,1788912383.261,elite,2652.8762279655,1696965082.3759,AS205352 KABELNET LTD,kblnet,Opaka,Europe,EU,Bulgaria,BG,,False,Kabelnet LTD,43.45,26.1667,False,Global Communication Net Plc,True,Targovishte,success,Europe/Sofia,7840,1788744014,1788912412.5481,4145,socks4,109.160.97.49:4145,True,3271.1427211761,272686,1140590,19.294603460329,109.160.97.49
True,1788912378.1875,elite,5041.7561789327,1781861852.4142,AS57043 HOSTKEY B.V.,HOSTKEY-AS,Amsterdam,Europe,EU,The Netherlands,NL,,True,Hostkey B V,52.3716,4.8883,False,HOSTKEY,True,North Holland,success,Europe/Amsterdam,1012,1788513621,1788912412.5279,1080,socks5,46.17.99.217:1080,True,5748.3050823212,18330,84127,17.890432083703,46.17.99.217
True,1788912263.6986,elite,2692.6116464486,1776642170.1471,AS202234 Semantic LLC,SemanticNetwork,Krasnogorsk,Europe,EU,Russia,RU,,False,Semantic,55.8225,37.3267,False,"""Semantic"" LLC",True,Moscow Oblast,success,Europe/Moscow,143400,1788739219,1788912412.5041,1080,socks5,185.49.110.155:1080,True,1298.3527183533,51075,105016,32.721297192023,185.49.110.155
True,1788910809.6738,elite,1751.2783613825,1776079653.542,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Macon,North America,,United States,US,,False,Cox Communications Inc.,32.8407,-83.6324,False,Cox Communications Inc.,True,Georgia,success,America/New_York,31202,1788779172,1788912412.4876,4145,socks4,184.182.240.211:4145,True,992.73943901062,976263,1112,99.886225860084,184.182.240.211
True,1788912412.4828,elite,1623.3499146883,1777407722.831,AS47232 ISP Alliance a.s.,ISPAlliance,Jirkov,Europe,EU,Czechia,CZ,,False,ISP Alliance a.s.,50.5001,13.4524,False,GRAPE SC,True,Ústí nad Labem Region,success,Europe/Prague,431 11,1788896875,1788912412.4828,4145,socks4,78.111.112.118:4145,True,74.833154678345,170716,286040,37.375754232019,78.111.112.118
True,1788912250.3542,elite,2805.6788191171,1784094192.0413,AS215540 GLOBAL CONNECTIVITY SOLUTIONS LLP,GCS-AS,Atlanta,North America,,United States,US,,False,Global Connectivity Solutions LLP,33.7501,-84.3885,False,Global Connectivity Solutions LLP,True,Georgia,success,America/New_York,30302,1788325926,1788912412.4722,1082,socks5,147.45.60.110:1082,True,1651.688337326,75829,52182,59.236315629126,147.45.60.110
True,1788912364.9818,elite,2717.6223638733,1776079800.5185,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Irvine,North America,,United States,US,,False,Cox Communications Inc.,33.6846,-117.827,False,Cox Communications,True,California,success,America/Los_Angeles,92612,1788707850,1788912412.4196,27360,socks5,72.195.34.35:27360,True,1967.7200317383,115217,73504,61.051499303204,72.195.34.35
True,1788912390.261,elite,5064.7892699528,1780696983.3654,AS31898 Oracle Corporation,ORACLE-BMC-31898,Frankfurt am Main,Europe,EU,Germany,DE,,True,Oracle Corporation,50.1049,8.6295,False,Oracle Cloud Infrastructure (eu-frankfurt-1),True,Hesse,success,Europe/Berlin,60326,1788557654,1788912412.4188,1080,socks4,89.168.67.102:1080,True,3040.4059886932,72392,228439,24.064009360737,89.168.67.102
True,1788902565.9803,elite,3078.8321892369,1765110772.895,"AS33876 DMNS - DOMINIOS, S.A.",Flesk-AS,Faro Municipality,Europe,EU,Portugal,PT,,False,Flesk Telecom,37.0348,-7.89788,False,,True,Faro,success,Europe/Lisbon,8000-000,1788787000,1788912412.4185,80,http,176.61.151.123:80,False,203.77659797668,342994,79636,81.157040437262,176.61.151.123
True,1788912125.8849,elite,6063.1968261038,1786663859.8244,AS132165 Connect Communications,CONNECT-AS-AP,Tando Adam,Asia,AS,Pakistan,PK,,False,Connect Communication,25.8943,68.5247,False,WANGSU,True,Sindh,success,Asia/Karachi,68050,1788475399,1788912412.4152,10941,socks5,111.119.162.248:10941,True,1408.6294174194,15779,25819,37.932112120775,111.119.162.248
True,1788912242.5001,elite,3360.969456935,1783655988.1994,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,Singapore,Asia,AS,Singapore,SG,Central Water Catchment,True,Aceville Pte.ltd,1.35208,103.82,False,,True,North West,success,Asia/Singapore,858877,1788494196,1788912412.3872,7890,socks5,43.160.255.142:7890,True,3675.8184432983,185685,21574,89.590801846964,43.160.255.142
True,1788912270.3298,elite,7913.4421841001,1788301953.3375,AS57568 ARVANCLOUD GLOBAL TECHNOLOGIES L.L.C,TR_Arvancloud,Frankfurt am Main,Europe,EU,Germany,DE,,True,Arvancloud Global Technologies L.L.C,50.1109,8.68213,False,Arvancloud Global Technologies L.L.C,True,Hesse,success,Europe/Berlin,60313,1788906194,1788912412.367,1125,socks4,185.204.170.179:1125,True,8012.4549865723,12197,12974,48.4565571491,185.204.170.179
True,1788912305.3211,elite,1947.146628653,1784385018.6109,AS215540 GLOBAL CONNECTIVITY SOLUTIONS LLP,GCS-AS,Labinot-Fushë,Europe,EU,Albania,AL,,False,Global Connectivity Solutions LLP,41.1533,20.1683,False,Global Connectivity Solutions LLP,True,Elbasan County,success,Europe/Tirane,,1788616379,1788912412.3305,1082,socks4,147.45.221.112:1082,True,3072.1716880798,154246,100695,60.502626097803,147.45.221.112
True,1788912385.4566,elite,4356.5204490162,1776086687.456,"AS23673 Cogetel Online, Cambodia, ISP",ONLINE-AS,Phnom Penh,Asia,AS,Cambodia,KH,,False,COGETEL Co,11.5583,104.9121,False,,True,Phnom Penh,success,Asia/Phnom_Penh,,1788787577,1788912412.2697,1080,socks5,110.235.247.206:1080,True,1383.9030265808,64414,98663,39.49913231173,110.235.247.206
True,1788896656.0455,anonymous,2878.5324097786,1783194443.8803,AS396982 Google LLC,GOOGLE-CLOUD-PLATFORM,Council Bluffs,North America,,United States,US,,True,Google LLC,41.2619,-95.8608,False,Google Cloud (us-central1),True,Iowa,success,America/Chicago,,1788636963,1788912412.2364,3129,http,34.134.231.117:3129,True,734.14921760559,90501,4059,95.707487309645,34.134.231.117
True,1788874646.2704,elite,40.130660810615,1785584153.4788,AS51167 Contabo GmbH,CONTABO,Lauterbourg,Europe,EU,France,FR,,True,Contabo GmbH,48.9742,8.1851,False,Contabo GmbH,True,Grand Est,success,Europe/Paris,67630,1788607965,1788912412.2121,80,http,109.199.119.160:80,False,19.481897354126,60257,524,99.137888484888,109.199.119.160
True,1788912412.137,elite,3489.9589828918,1783300290.4959,AS262391 ACESSOLINE TELECOMUNICACOES LTDA,ACESSOLINE TELECOMUNICACOES LTDA,Chapecó,South America,SA,Brazil,BR,,False,Acessoline Telecomunicacoes Ltda,-27.1214,-52.6604,False,Acessoline Telecomunicacoes Ltda,True,Santa Catarina,success,America/Sao_Paulo,89800,1788740323,1788912412.137,5432,socks4,177.131.125.144:5432,True,4127.4509429932,110527,142612,43.662572736718,177.131.125.144
True,1788912361.9363,elite,6309.7319045808,1788701460.35,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1788698723,1788912412.1276,4755,socks5,45.74.31.30:4755,True,3376.296043396,844,1534,35.492010092515,45.74.31.30
True,1788912240.0461,elite,2191.1948070171,1710573367.1681,AS8717 A1 Bulgaria EAD,A1BG,Sofia,Europe,EU,Bulgaria,BG,,False,Spectrum NET,42.6951,23.325,False,,True,Sofia-Capital,success,Europe/Sofia,1000,1788716182,1788912412.0692,4153,socks4,212.50.19.150:4153,True,132.71236419678,243824,1006778,19.496530470925,212.50.19.150
True,1788912299.7161,elite,5039.529413627,1788874277.4442,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1788871542,1788912412.0349,5563,socks5,45.74.31.42:5563,True,1391.6561603546,789,398,66.470092670598,45.74.31.42
True,1788905993.0678,elite,1983.0723952639,1788576624.7361,AS18403 FPT Telecom Company,FPT-VN,Hanoi,Asia,AS,Vietnam,VN,,False,FPT Telecom Company,21.0184,105.8461,False,Vietnam Internet Network Information Center,False,Hanoi,success,Asia/Bangkok,100000,1788574174,1788912411.9859,1083,socks5,58.187.162.191:1083,True,1239.4731044769,15536,746,95.418253285837,58.187.162.191
True,1788885335.8377,elite,1750.0519936123,1776079348.3614,AS6181 Cincinnati Bell Telephone Company LLC,FUSE-NET,Cincinnati,North America,,United States,US,,False,Fuse Internet Access,39.1091,-84.6082,False,Fuse Internet Access - BRAS Norwood Region,True,Ohio,success,America/New_York,45238,1788781642,1788912411.9401,31034,socks5,72.49.49.11:31034,True,1166.8934822083,299067,580,99.806438909784,72.49.49.11
True,1788912385.0709,elite,2329.5011409487,1697044687.6579,AS206957 PHU Kario-Sat Sp. z o.o.,KARIO-SAT,Piotrkow Trybunalski,Europe,EU,Poland,PL,,False,PHU Kario-Sat Sp. z o.o.,51.4136,19.6929,False,Kariosat 185 79,True,Łódź Voivodeship,success,Europe/Warsaw,97-300,1788395121,1788912411.8639,38431,socks4,185.79.243.153:38431,True,1157.0806503296,283526,1191099,19.22698991269,185.79.243.153
True,1788912371.5221,elite,3365.9969523761,1710540162.7866,AS14080 Telmex Colombia S.A.,Telmex Colombia S.A.,Yumbo,South America,SA,Colombia,CO,,False,Telmex Colombia S.A.,3.58234,-76.4915,False,Telmex Colombia S.A.,True,Valle del Cauca Department,success,America/Bogota,760501,1788839298,1788912411.8546,44550,socks4,190.144.224.182:44550,True,7766.6385173798,278585,1024454,21.379636373125,190.144.224.182
True,1788912392.245,elite,3357.1957219584,1696990892.3317,AS13489 UNE EPM TELECOMUNICACIONES S.A.,UNE EPM TELECOMUNICACIONES S.A.,Medellín,South America,SA,Colombia,CO,,False,EPM Telecomunicaciones S.A. E.S.P.,6.2529,-75.5646,False,EPM Telecomunicaciones S.A. E.S.P,True,Antioquia,success,America/Bogota,050001,1788568122,1788912411.8205,4153,socks4,181.143.59.140:4153,True,7923.1023788452,244332,1063384,18.683873256885,181.143.59.140
True,1788912411.7955,elite,9159.8994485811,1776448204.7856,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Singapore,Asia,AS,Singapore,SG,Central Water Catchment,True,"Alibaba (US) Technology Co., Ltd.",1.35208,103.82,False,Alibaba.com LLC,True,North West,success,Asia/Singapore,858877,1788543243,1788912411.7955,8123,socks5,47.237.113.119:8123,True,6751.4457702637,902,87881,1.0159602626629,47.237.113.119
True,1788912257.21,elite,3247.6784252455,1776318314.228,AS12997 OJSC Kyrgyztelecom,KTNET,Bishkek,Asia,AS,Kyrgyzstan,KG,,False,OJSC Kyrgyztelecom,42.8696,74.5932,False,,True,Bishkek,success,Asia/Bishkek,,1788411334,1788912411.7841,1080,socks5,80.72.180.122:1080,True,7695.6870555878,69152,98331,41.28896664139,80.72.180.122
