alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1788645619.9391,transparent,12740.55962074,1785854405.2537,"AS43581 ZTV CORP LLC",ZTVCORP-AS,Moscow,Europe,EU,Russia,RU,,false,"LLC ZTV CORP",55.7558,37.6172,false,"ZTV CORP LLC",true,Moscow,success,Europe/Moscow,102473,1788272014,1788645733.2721,1080,http,194.226.49.218:1080,true,176.61380767822,3895,18779,17.178265855165,194.226.49.218
true,1788582285.0057,elite,403.14967895703,1786461658.7064,"AS46606 Unified Layer",UNIFIEDLAYER-AS-1,Provo,"North America",NA,"United States",US,"East Bay",true,"Unified Layer",40.2066,-111.643,false,"Unified Layer",true,Utah,success,America/Denver,84606,1788272748,1788645733.2421,8085,http,162.214.74.29:8085,false,448.02618026733,39916,161,99.598273323852,162.214.74.29
true,1788640058.7874,elite,1226.0707390775,1750610002.7643,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Seoul,Asia,AS,"South Korea",KR,,true,"Alibaba (US) Technology Co., Ltd.",37.5658,126.978,false,"Alibaba.com Singapore E-Commerce Private Limited",true,Seoul,success,Asia/Seoul,04524,1788252581,1788645733.2411,3128,http,8.213.151.128:3128,true,773.2458114624,512321,41179,92.560252935863,8.213.151.128
true,1788447151.1864,elite,1760.9893556226,1776079348.3614,"AS6181 Cincinnati Bell Telephone Company LLC",FUSE-NET,Cincinnati,"North America",NA,"United States",US,,false,"Fuse Internet Access",39.1094,-84.5718,false,"Fuse Internet Access - BRAS Norwood Region",true,Ohio,success,America/New_York,45205,1788176826,1788645733.2386,31034,socks5,72.49.49.11:31034,true,1099.3211269379,284908,576,99.798237379328,72.49.49.11
true,1788560134.7834,elite,409.51402585868,1765047899.4236,"AS396982 Google LLC",GOOGLE-CLOUD-PLATFORM,"Council Bluffs","North America",NA,"United States",US,,true,"Google LLC",41.2619,-95.8608,false,"Google Cloud (us-central1)",true,Iowa,success,America/Chicago,,1788636927,1788645733.2376,80,http,34.44.49.215:80,false,308.6953163147,451646,7026,98.468186416437,34.44.49.215
true,1788645733.2374,elite,11170.283013955,1780490957.2148,"AS51167 Contabo GmbH",CONTABO,Lauterbourg,Europe,EU,France,FR,,false,"Contabo GmbH",48.9742,8.1851,false,"Contabo GmbH",true,"Grand Est",success,Europe/Paris,67630,1788353337,1788645733.2374,9050,socks4,38.242.158.117:9050,true,12690.005064011,62208,229616,21.316958166566,38.242.158.117
true,1788629458.6634,elite,984.300254105,1788629458.6634,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Singapore,Asia,AS,Singapore,SG,Pioneer,true,"DigitalOcean, LLC",1.32123,103.695,false,Digitalocean,false,"South West",success,Asia/Singapore,627753,1788625675,1788645733.2354,1080,socks5,178.128.215.74:1080,true,954.6434879303,786,0,100,178.128.215.74
true,1788645722.9798,elite,2387.0692637245,1785049167.2015,"AS23724 IDC, China Telecommunications Corporation",CHINANET-IDC-BJ-AP,Yangpu,Asia,AS,China,CN,"Yangpu Qu",true,UCLOUD,31.2999,121.508,false,"Shanghai UCloud Information Technology Company Limited",true,Shanghai,success,Asia/Shanghai,,1788072680,1788645733.1852,7890,socks4,117.50.194.130:7890,true,976.2544631958,230472,37109,86.131676015861,117.50.194.130
true,1788645550.4855,elite,3753.2023517968,1710568404.2434,"AS6724 Strato GmbH",STRATO,Berlin,Europe,EU,Germany,DE,Charlottenburg-Wilmersdorf,true,"Strato AG",52.5234,13.3224,false,"Strato AG",true,"State of Berlin",success,Europe/Berlin,10587,1788555085,1788645733.1463,80,http,85.214.107.177:80,false,565.58442115784,254940,482924,34.551082584324,85.214.107.177
true,1788645733.0014,elite,2619.5881077559,1696968113.9701,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Pensacola,"North America",NA,"United States",US,,false,"Cox Communications Inc.",30.4077,-87.219,false,"Cox Communications",true,Florida,success,America/Chicago,32516,1788135166,1788645733.0014,4145,socks4,98.188.47.150:4145,true,3824.4442939758,591982,888456,39.986949808097,98.188.47.150
true,1788645732.9699,elite,5142.8023470346,1788193257.52,"AS202422 G-Core Labs S.A.",GHOST,Manassas,"North America",NA,"United States",US,,true,"G-Core Labs S.A.",38.7911,-77.5264,false,GCL,false,Virginia,success,America/New_York,20109,1788190497,1788645732.9699,1080,socks5,45.82.161.54:1080,true,4154.16431427,5033,6199,44.809472934473,45.82.161.54
true,1788645537.5969,elite,9736.3682806382,1787713183.1899,"AS31898 Oracle Corporation",ORACLE-BMC-31898,Chuncheon,Asia,AS,"South Korea",KR,,true,"Oracle Corporation",37.8897,127.736,false,"Oracle Cloud Infrastructure (ap-chuncheon-1)",true,Gangwon-do,success,Asia/Seoul,24329,1788317761,1788645732.9274,8008,socks5,152.67.221.233:8008,true,4836.1177444458,14666,11621,55.791836268878,152.67.221.233
true,1788645704.5577,elite,2696.129183347,1776079800.5185,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Irvine,"North America",NA,"United States",US,,false,"Cox Communications Inc.",33.6846,-117.827,false,"Cox Communications",true,California,success,America/Los_Angeles,92612,1788102950,1788645732.9077,27360,socks5,72.195.34.35:27360,true,8104.434967041,112076,69554,61.705665363651,72.195.34.35
true,1788645691.3556,elite,3387.7997360454,1783576859.8465,"AS215540 GLOBAL CONNECTIVITY SOLUTIONS LLP",GCS-AS,Phoenix,"North America",NA,"United States",US,,false,"Global Connectivity Solutions LLP",33.4532,-112.0748,false,"Global Connectivity Solutions LLP",true,Arizona,success,America/Phoenix,85001,1788412181,1788645732.8791,1082,socks5,178.130.47.50:1082,true,836.09747886658,58437,57138,50.561972744971,178.130.47.50
true,1788645732.8572,elite,15181.603753328,1776088373.2705,"AS31898 Oracle Corporation",ORACLE-BMC-31898,Tokyo,Asia,AS,Japan,JP,,true,"Oracle Corporation",35.798,140.1803,false,"Oracle Cloud Infrastructure (ap-tokyo-1)",true,Tokyo,success,Asia/Tokyo,270-1351,1788182607,1788645732.8572,30277,socks5,132.226.7.23:30277,true,15342.637300491,53381,93183,36.42163150569,132.226.7.23
true,1788645732.8569,elite,3330.4715265765,1785405865.0093,"AS38511 PT Remala Abadi",TACHYON-AS-ID,Bekasi,Asia,AS,Indonesia,ID,,false,"PT Remala Abadi",-6.2808,106.9835,false,,true,"West Java",success,Asia/Jakarta,17510,1788429271,1788645732.8569,1080,socks4,101.255.150.238:1080,true,3895.6370353699,57216,88833,39.175893022205,101.255.150.238
true,1788645732.8248,elite,6677.3021926685,1787666551.4298,"AS19318 Interserver, Inc",IS-AS-1,"New York","North America",NA,"United States",US,,true,"Interserver, Inc",40.7128,-74.006,false,"Host Department NJ, LLC",true,"New York",success,America/New_York,10123,1788269572,1788645732.8248,1080,socks4,69.164.244.200:1080,true,8942.8317546844,6666,29148,18.612832970347,69.164.244.200
true,1788645693.957,elite,3607.6399586564,1783206805.1348,"AS262391 ACESSOLINE TELECOMUNICACOES LTDA","ACESSOLINE TELECOMUNICACOES LTDA",Chapecó,"South America",SA,Brazil,BR,,false,"Acessoline Telecom",-27.1214,-52.6604,false,"Acessoline Telecomunicacoes Ltda",true,"Santa Catarina",success,America/Sao_Paulo,89800,1788045400,1788645732.7869,5432,socks4,177.131.119.185:5432,true,8187.7024173737,99003,142209,41.043977911547,177.131.119.185
true,1788626893.9207,elite,982.50273367318,1788626893.9207,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Singapore,Asia,AS,Singapore,SG,Pioneer,true,"DigitalOcean, LLC",1.32123,103.695,false,Digitalocean,false,"South West",success,Asia/Singapore,627753,1788625675,1788645732.7485,1080,socks5,178.128.84.19:1080,true,930.0057888031,907,0,100,178.128.84.19
true,1788645083.0668,elite,2811.5554176856,1782251443.7862,"AS139021 West263 International Limited",WEST263GO-HK,"Kwai Chung",Asia,AS,"Hong Kong",HK,,false,"West263 International Limited",22.3698,114.13,false,"Zhongya PTE LTD",true,"Kwai Tsing District",success,Asia/Hong_Kong,,1788298803,1788645732.7449,8888,http,103.43.191.71:8888,false,632.69090652466,101391,5889,94.51062639821,103.43.191.71
true,1788645612.3762,elite,4088.4126378015,1776086443.2259,"AS23673 Cogetel Online, Cambodia, ISP",ONLINE-AS,"Phnom Penh",Asia,AS,Cambodia,KH,,false,"COGETEL Co., Ltd",11.5583,104.9121,false,"Cogetel Ltd",true,"Phnom Penh",success,Asia/Phnom_Penh,,1788181753,1788645732.722,1080,socks5,202.62.42.92:1080,true,1303.8725852966,68463,94006,42.139115769778,202.62.42.92
true,1788645526.6405,transparent,6308.1237877952,1779645354.7541,"AS141955 PT Timor Lintas Nusantara",IDNIC-TIMORLINTAS-AS-ID,Cibungurgardu,Asia,AS,Indonesia,ID,,false,"PT Timor Lintas Nusantara",-6.4675,105.815,false,,true,Banten,success,Asia/Jakarta,,1788203476,1788645732.5021,1111,http,103.166.158.239:1111,false,3940.5877590179,11755,36757,24.231118073879,103.166.158.239
true,1788645732.4714,transparent,4855.6911405459,1788329311.777,"AS4808 China Unicom Beijing Province Network",CHINA169-BJ,Beijing,Asia,AS,China,CN,,false,"China Unicom Beijing Province Network",39.911,116.395,false,,true,Beijing,success,Asia/Shanghai,,1788327237,1788645732.4714,9000,http,123.112.214.167:9000,false,1672.1243858337,658,1635,28.696031399913,123.112.214.167
true,1788639654.8704,elite,2792.4910229809,1787513849.8604,"AS24940 Hetzner Online GmbH",HETZNER-AS,Falkenstein,Europe,EU,Germany,DE,,true,"Hetzner Online GmbH",50.4777,12.3649,false,Hetzner,false,Saxony,success,Europe/Berlin,08223,1788116883,1788645732.4516,10801,socks5,49.13.22.249:10801,true,1429.0106296539,28812,6521,81.544165510995,49.13.22.249
true,1788643156.4906,elite,1296.0007074303,1787030477.528,"AS31898 Oracle Corporation",ORACLE-BMC-31898,Singapore,Asia,AS,Singapore,SG,"Pasir Ris",true,"Oracle Corporation",1.36945,103.969,false,"Oracle Corporation",false,"South East",success,Asia/Singapore,,1788239820,1788645732.4267,40001,socks5,152.69.211.50:40001,true,1050.4121780396,21018,20478,50.650665124349,152.69.211.50
true,1788645732.3752,elite,3392.055656465,1786681263.4924,"AS150554 PT Jaringan Tiang Indonesia Group",IDNIC-JTIG-AS-ID,Pemalang,Asia,AS,Indonesia,ID,,false,"PT Jaringan Tiang Indonesia Group",-7.0362,109.3951,false,"PT Jaringan Tiang Indonesia Group",true,"Central Java",success,Asia/Jakarta,52315,1788495236,1788645732.3752,1080,socks4,103.167.156.92:1080,true,2020.2696323395,32842,52583,38.445419959028,103.167.156.92
true,1788645435.486,elite,3024.2529497799,1783658213.9776,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",true,"Aceville Pte.ltd",1.35208,103.82,false,,true,"North West",success,Asia/Singapore,858877,1788494473,1788645732.331,7890,socks4,43.160.255.142:7890,true,2671.8394756317,335992,35952,90.334028778526,43.160.255.142
true,1788645732.33,elite,2655.4964631611,1776079013.2654,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Atlanta,"North America",NA,"United States",US,"Perimeter Center",false,"Cox Communications Inc.",33.9149,-84.3446,false,"Cox Communications",true,Georgia,success,America/New_York,30319,1788175416,1788645732.33,4145,socks5,98.170.57.241:4145,true,8161.2591743469,128431,67526,65.540399169205,98.170.57.241
true,1788645721.4511,elite,12019.312507913,1787753455.5918,"AS29802 HIVELOCITY, Inc.",HVC-AS,Tampa,"North America",NA,"United States",US,"Pinecrest West Park",true,HIVELOCITY,28.0199,-82.5248,false,"Devops Hivelocity",true,Florida,success,America/New_York,33614,1788354983,1788645732.2999,171,socks4,74.50.98.219:171,true,9977.0753383636,18147,25804,41.289162931446,74.50.98.219
true,1788645619.6638,elite,5211.6839200379,1788606919.6734,"AS210644 AEZA GROUP LLC",AEZA-AS,Amsterdam,Europe,EU,"The Netherlands",NL,,true,"Aeza International LTD",52.3716,4.8883,false,"NetCrafters OU",false,"North Holland",success,Europe/Amsterdam,1012,1788604021,1788645732.2625,9080,socks4,185.246.217.234:9080,true,12036.329269409,743,931,44.384707287933,185.246.217.234
true,1788645732.1921,transparent,5911.7614286082,1787464659.8163,"AS53989 Swayzee Telephone Company, Inc.",SWAYZEECOM,Frankfort,"North America",NA,"United States",US,,false,"Swayzee Telephone Company, Inc.",40.2795,-86.5108,false,"Swayzee Telephone Company, Inc.",false,Indiana,success,America/Indiana/Indianapolis,46041,1788065981,1788645732.1921,8181,http,23.185.192.66:8181,false,6283.623456955,2494,7546,24.840637450199,23.185.192.66
true,1788645604.681,elite,3639.9115072914,1788633062.2327,"AS36007 Kamatera, Inc.",KAMATERA,Miami,"North America",NA,"United States",US,,true,"Kamatera, Inc.",25.7616,-80.1917,false,"Cloud Web Manage",false,Florida,success,America/New_York,33142-7335,1788632652,1788645732.0155,1080,socks5,103.101.202.27:1080,true,14986.645460129,451,89,83.518518518519,103.101.202.27
true,1788645677.9362,elite,10830.058779899,1788394954.4968,"AS214902 Philip Fjaera trading as PFWeb Solutions",PFWEBSOLUTIONS,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Philip Fjaera trading as PFWeb Solutions",50.1109,8.68213,false,noezIplease,false,Hesse,success,Europe/Berlin,60313,1788392796,1788645732.012,9091,socks5,5.231.45.243:9091,true,9974.0123748779,2022,3030,40.023752969121,5.231.45.243
true,1788645696.4944,elite,203.87880241289,1785845294.0373,"AS41745 Baykov Ilya Sergeevich",FORTIS-AS,Helsinki,Europe,EU,Finland,FI,,false,"Baykov Ilya Sergeevich",60.1698,24.9383,false,"Baykov Ilya Sergeevich",true,Uusimaa,success,Europe/Helsinki,,1788263513,1788645732.0052,1080,socks5,141.98.85.49:1080,true,351.44686698914,88517,19958,81.601290619959,141.98.85.49
true,1788645732.0022,elite,4718.4519957622,1710634592.9783,"AS16276 OVH SAS",OVH,Roubaix,Europe,EU,France,FR,,true,"OVH SAS",50.6924,3.20113,false,OVH,true,Hauts-de-France,success,Europe/Paris,59100,1788230799,1788645732.0022,80,http,51.75.206.209:80,false,8767.1020030975,257531,482407,34.804402531023,51.75.206.209
true,1788645615.2358,elite,2307.673400066,1781717054.7573,"AS26832 Rica Web Services",RICAWEBSERVICES,Montreal,"North America",NA,Canada,CA,,true,"Rica Web Services",45.5075,-73.5887,false,"Rica Web Services",true,Quebec,success,America/Toronto,H3H,1788366613,1788645731.9804,40000,socks5,38.49.210.79:40000,true,710.39223670959,176231,34217,83.740876606097,38.49.210.79
true,1788645731.9622,elite,3385.6531275375,1781020611.1758,"AS210546 CHSL ONE LTD",CHSL-ONE,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Chsl ONE LTD",50.1109,8.68213,false,"Cloud Hosting Solutions, Limited",true,Hesse,success,Europe/Berlin,60313,1788276801,1788645731.9622,1080,socks5,193.233.86.198:1080,true,7448.1139183044,55522,83315,39.990780555616,193.233.86.198
true,1788645717.245,elite,8028.3812927399,1786765379.5383,"AS200590 NLS Kazakhstan LLC",asnls,Almaty,Asia,AS,Kazakhstan,KZ,,false,"NLS Kazakhstan LLC",43.238,76.8829,false,"Beafort Limited",true,Almaty,success,Asia/Almaty,050000,1788578433,1788645731.9584,1080,socks4,5.180.52.198:1080,true,10007.216215134,26851,53175,33.552845325269,5.180.52.198
true,1788645673.8162,elite,7696.4209507611,1787616115.3863,"AS9009 M247 Europe SRL",M247,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Secure Internet LLC",50.1109,8.68213,false,"Internet Security - AU",true,Hesse,success,Europe/Berlin,60313,1788218028,1788645731.9491,6866,socks5,45.74.31.30:6866,true,4712.9487991333,1970,9409,17.312593373759,45.74.31.30
true,1788640348.7384,anonymous,2757.4194614152,1757616696.5698,"AS60294 Deutsche Glasfaser Wholesale GmbH",DE-DGW,Viersen,Europe,EU,Germany,DE,,false,"Deutsche Glasfaser Wholesale GmbH",51.2568,6.3961,false,"inexio Informationstechnologie und Telekommunikation Gmbh",true,"North Rhine-Westphalia",success,Europe/Berlin,41751,1788171306,1788645731.9347,3128,http,80.74.54.148:3128,false,35.197496414185,254564,37409,87.187513913958,80.74.54.148
true,1788645731.9116,elite,10555.258338153,1780534595.3798,"AS51167 Contabo GmbH",CONTABO,Lauterbourg,Europe,EU,France,FR,,true,OWS,48.9742,8.1851,false,"Orange Web Services, S.L.",true,"Grand Est",success,Europe/Paris,67630,1788394962,1788645731.9116,9050,socks4,31.220.81.59:9050,true,14714.807033539,84943,222429,27.635243288263,31.220.81.59
true,1788640837.4367,elite,1828.8097908467,1783542621.0238,"AS134760 Shijiazhuang IDC network, CHINANET Hebei province",ChinaNet-Hebei-Shijiazhuang-IDC,Shijiazhuang,Asia,AS,China,CN,,false,"Shijiazhuang IDC network, CHINANET Hebei province",38.036,114.47,false,"Chinanet HE",true,Hebei,success,Asia/Shanghai,050000,1788378278,1788645731.8675,17981,http,27.185.218.213:17981,true,1514.6903991699,82435,2157,97.450113485909,27.185.218.213
true,1788645731.825,elite,1827.7871094427,1787625039.9684,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Charlottesville,"North America",NA,"United States",US,,true,"Alibaba Cloud LLC",37.4316,-78.6569,false,"Alibaba Cloud - US",false,Virginia,success,America/New_York,22902,1788226262,1788645731.825,1080,socks4,47.252.51.6:1080,true,690.02556800842,5309,30123,14.983630616392,47.252.51.6
true,1788645731.8041,elite,3558.1748922237,1710565982.0211,"AS3786 LG DACOM Corporation",LGDACOM,Daejeon,Asia,AS,"South Korea",KR,Gyeryong-ro,false,"LG DACOM KIDC",36.3461,127.375,false,plannix,true,Daejeon,success,Asia/Seoul,34178,1788212983,1788645731.8041,60984,socks4,114.108.177.104:60984,true,8422.6453304291,397052,934900,29.809782935121,114.108.177.104
true,1788644986.8026,elite,6025.6309591634,1765046554.7296,"AS4775 Globe Telecoms",GLOBE-TELECOM-AS,Limot,Asia,AS,Philippines,PH,,false,"Globe Telecom",7.0405,126.273,false,"Globe Telecom",true,"Davao Region",success,Asia/Manila,,1788169008,1788645731.4764,80,http,112.198.22.122:80,false,872.20621109009,92198,52819,63.577373687223,112.198.22.122
true,1788645731.4716,elite,3900.4355381836,1776081438.2505,"AS136861 PT. ARTAMEDIA CITRA TELEMATIKA INDONESIA",ARTAMEDIANET-AS-ID,Pangkalpinang,Asia,AS,Indonesia,ID,,false,ARTAMEDIANET,-2.1212,106.1176,false,,true,"Bangka–Belitung Islands",success,Asia/Jakarta,33132,1788525789,1788645731.4716,7080,socks5,103.103.146.149:7080,true,2098.2890129089,62491,68767,47.609288576696,103.103.146.149
true,1788478964.8372,elite,401.613398352,1786460672.8638,"AS46606 Unified Layer",UNIFIEDLAYER-AS-1,Provo,"North America",NA,"United States",US,"East Bay",true,"Unified Layer",40.2066,-111.643,false,"Unified Layer",true,Utah,success,America/Denver,84606,1788272407,1788645731.4498,8085,http,162.214.159.94:8085,false,463.91367912292,39939,159,99.603471494838,162.214.159.94
true,1788645727.1475,elite,6724.2404506986,1778937293.1576,"AS396982 Google LLC",GOOGLE-CLOUD-PLATFORM,Tokyo,Asia,AS,Japan,JP,,true,"Google LLC",35.6761,139.6503,false,"Google Cloud (asia-northeast1)",true,Tokyo,success,Asia/Tokyo,,1788610468,1788645731.4122,38081,socks5,34.84.162.206:38081,true,11293.965339661,165559,52699,75.854722392765,34.84.162.206
true,1788645702.8494,elite,2512.1664411771,1696985894.4675,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Pensacola,"North America",NA,"United States",US,,false,"Cox Communications Inc.",30.4077,-87.219,false,"Cox Communications",true,Florida,success,America/Chicago,32516,1788567640,1788645731.25,57745,socks4,70.166.167.55:57745,true,1838.1292819977,594902,939049,38.782333985897,70.166.167.55
true,1788641411.2617,elite,4809.9740350335,1765043695.6348,"AS16276 OVH SAS",OVH,Roubaix,Europe,EU,France,FR,,true,"OVH SAS",50.6924,3.20113,false,"OVH SAS",true,Hauts-de-France,success,Europe/Paris,59100,1788635652,1788645731.192,80,http,188.165.199.207:80,false,86.526155471802,211002,183846,53.438791636275,188.165.199.207
true,1788645731.1832,elite,5597.0487922996,1788324378.9265,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1788323544,1788645731.1832,4419,socks5,45.74.31.30:4419,true,4575.8759975433,1425,2821,33.560998586905,45.74.31.30
true,1788645321.7608,elite,4857.4737637473,1785281218.5676,"AS27895 Núcleo S.A.","Nucleo S.A.",Asunción,"South America",SA,Paraguay,PY,,false,"Núcleo S.A.",-25.2869,-57.6511,false,"Núcleo S.A",true,Asuncion,success,America/Asuncion,,1788303210,1788645731.1694,80,http,190.104.168.27:80,false,950.11568069458,30871,11109,73.537398761315,190.104.168.27
true,1788645152.1369,elite,8675.8210184775,1784945075.7372,"AS12876 Scaleway SAS",AS12876,Paris,Europe,EU,France,FR,,true,SCALEWAY,48.8558,2.3494,false,ONLINE,true,Île-de-France,success,Europe/Paris,75001,1788207903,1788645731.1041,8080,socks5,51.15.253.45:8080,true,11561.722993851,67784,31104,68.546234123453,51.15.253.45
true,1788645728.4143,elite,8230.9523106857,1784773967.2873,"AS24961 WIIT AG",MYLOC-AS,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"WIIT AG",50.1109,8.68213,false,"myLoc managed IT AG",true,Hesse,success,Europe/Berlin,60313,1788401597,1788645731.0722,8236,socks5,89.163.135.20:8236,true,14842.700958252,48250,37827,56.054462864644,89.163.135.20
true,1788645731.0608,transparent,7560.6296538641,1769989346.4175,"AS273850 SERVICIOS DE TELECOMUNICACIONES E INFORMATICA S.A.S.","SERVICIOS DE TELECOMUNICACIONES E INFORMATICA S.A.S.",Fortul,"South America",SA,Colombia,CO,,false,"Servicios De Telecomunicaciones E Informatica S.A.S.",6.79261,-71.776,false,,true,"Arauca Department",success,America/Bogota,,1788139116,1788645731.0608,999,http,38.191.211.233:999,true,4680.1986694336,22914,264492,7.9726936807165,38.191.211.233
true,1788645730.9088,elite,6150.2428180562,1776090143.8928,"AS153320 SANDCLOCK SERVICE TRADING COMPANY LIMITED",SSTCL-AS-AP,"Quận Một",Asia,AS,Vietnam,VN,,false,"Sandclock Service Trading Company Limited",10.7748,106.704,false,"Toan MY Service Business LLC",true,"Ho Chi Minh City (HCMC)",success,Asia/Ho_Chi_Minh,,1788184139,1788645730.9088,9000,socks4,160.250.54.6:9000,true,8327.6917934418,246621,298788,45.217625671744,160.250.54.6
true,1788645590.6509,elite,387.71435890159,1788466522.7906,"AS140641 YOTTA NETWORK SERVICES PRIVATE LIMITED",YOTTA,Mumbai,Asia,AS,India,IN,,false,"Real Time Data Services Private Limited",19.0748,72.8856,false,"Real Time Data Services Private Limited",false,Maharashtra,success,Asia/Kolkata,410206,1788466383,1788645730.905,8080,http,45.194.41.141:8080,true,399.17826652527,1963,404,82.931981411069,45.194.41.141
true,1788645730.8037,elite,5239.0910598726,1780970828.2873,"AS212271 Cinzia Tocci trading as Lumanex Srl",C1V,Pomezia,Europe,EU,Italy,IT,,true,"Cinzia Tocci trading as Lumanex Srl",41.6693,12.5012,false,"C1V ISP",true,Lazio,success,Europe/Rome,00071,1788225936,1788645730.8037,8081,socks4,5.59.248.134:8081,true,3811.0158443451,80307,210898,27.577479782284,5.59.248.134
true,1788645660.849,elite,2653.5004016375,1776079723.257,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Pensacola,"North America",NA,"United States",US,,false,"Cox Communications Inc.",30.4077,-87.219,false,"Cox Communications",true,Florida,success,America/Chicago,32516,1788175571,1788645730.7933,4145,socks5,174.77.111.196:4145,true,3979.5298576355,128621,67128,65.707104506281,174.77.111.196
true,1788645730.7822,elite,873.27249274151,1696986401.9455,"AS46562 Performive LLC",PERFORMIVE,Atlanta,"North America",NA,"United States",US,,true,"Performive LLC",33.7488,-84.3877,false,"Performive LLC",true,Georgia,success,America/New_York,30302,1788136127,1788645730.7822,18765,socks4,192.111.137.34:18765,true,742.74969100952,441285,1061691,29.360748275422,192.111.137.34
true,1788645730.781,elite,2949.6368224683,1784689794.8536,"AS12714 PJSC MegaFon",MEGAFON-AS,Moscow,Europe,EU,Russia,RU,,false,"PJSC MegaFon",55.7558,37.6173,false,"Net By Net Holding LLC",true,Moscow,success,Europe/Moscow,144700,1788317620,1788645730.781,1080,socks5,79.111.118.99:1080,true,3309.005022049,27296,61386,30.779639611195,79.111.118.99
true,1788645640.8897,elite,10665.527267863,1787649358.1232,"AS57568 ARVANCLOUD GLOBAL TECHNOLOGIES L.L.C",TR_Arvancloud,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Arvancloud Global Technologies L.L.C",50.1109,8.68213,false,"Arvancloud Global Technologies L.L.C",false,Hesse,success,Europe/Berlin,60313,1788252120,1788645730.7748,1142,socks4,185.204.170.179:1142,true,14418.051719666,30096,21805,57.987322016917,185.204.170.179
true,1788645643.5743,elite,5607.8418542307,1788592813.4879,"AS210644 AEZA GROUP LLC",AEZA-AS,Amsterdam,Europe,EU,"The Netherlands",NL,,true,"Aeza International LTD",52.3716,4.8883,false,"NetCrafters OU",false,"North Holland",success,Europe/Amsterdam,1012,1788589773,1788645730.7298,9080,socks5,185.246.217.234:9080,true,11305.063009262,707,570,55.364134690681,185.246.217.234
true,1788645647.3364,elite,9644.4585670241,1788400593.0174,"AS214902 Philip Fjaera trading as PFWeb Solutions",PFWEBSOLUTIONS,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Philip Fjaera trading as PFWeb Solutions",50.1109,8.68213,false,noezIplease,false,Hesse,success,Europe/Berlin,60313,1788398372,1788645730.5819,9091,socks4,5.231.45.243:9091,true,1230.8170795441,2986,6537,31.355665231545,5.231.45.243
true,1788645730.5813,elite,6555.3409246977,1739995038.8378,"AS215116 LLC IT Business",IP-Barkowski-AS,Moscow,Europe,EU,Russia,RU,,false,"Address AS 57191",55.6717,37.6595,false,,true,Moscow,success,Europe/Moscow,,1788435542,1788645730.5813,8080,http,185.103.134.4:8080,false,7268.5394287109,34272,529606,6.0779104699953,185.103.134.4
true,1788645730.5344,elite,3214.623592411,1776080924.3358,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Mesa,"North America",NA,"United States",US,,false,"Cox Communications Inc.",33.3429,-111.6347,false,"Cox Communications Inc",true,Arizona,success,America/Phoenix,85212,1788174544,1788645730.5344,4145,socks4,98.191.0.47:4145,true,784.8687171936,400329,272753,59.477002802036,98.191.0.47
true,1788645730.489,transparent,5985.1851937975,1787776172.7877,"AS27651 ENTEL CHILE S.A.","ENTEL CHILE S.A.",Santiago,"South America",SA,Chile,CL,,false,"Entel Chile S.A.",-33.4521,-70.6536,false,"Entel Chile S.A",true,"Santiago Metropolitan",success,America/Santiago,34033,1788380890,1788645730.489,8080,http,186.10.150.132:8080,false,4671.496629715,2407,4871,33.072272602363,186.10.150.132
